angDist,_RAJ2000,_DEJ2000,KIC,G16,Teff,log(g),[Fe/H],Rad,Mass,rho,Dist,Av,Mod,Ref,H14,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,KIC,numax,e_numax,dnu,e_dnu,Teff,e_Teff,logg,e_logg,M,e_M,Prot,e_Prot,Crowding,Tcrit,Vsini,e_Vsini,_RA,_DE
0.003996,290.36942,45.44572,9085007, ,4960,2.402,-0.5,15.884,2.32,8.16E-04,2495.921,0.394,DSEP,,1,Simbad,290.36942,45.44572,290.36942,45.44572111,9085007,30.36,1.73,3.91,0.56,4960,191,2.4,0.03,1.12,0.34,70.86,7.3,1,7.6,0,0,290.36942,45.445721
0.006984,293.42664,47.83515,10603861, ,5013,2.394,0.07,19.813,3.549,6.43E-04,6316.506,0.419,DSEP,,1,Simbad,293.42664,47.83515,293.42664,47.83515194,10603861,29.98,1.81,3.87,0.55,5013,262,2.4,0.03,1.14,0.35,68.01,3.39,1,7.67,0,0,293.42664,47.835152
0.003996,295.93802,49.02407,11305933, ,4861,2.363,0.07,20.075,3.386,5.90E-04,4430.734,0.452,DSEP,,1,Simbad,295.93802,49.02407,295.93802,49.02407111,11305933,28.44,1.68,3.64,0.11,4861,169,2.37,0.03,1.18,0.15,56.76,4.2,0.99,8.16,0,0,295.93802,49.024071
0.003996,299.30551,41.26352,5990753, ,5029,2.909,0.21,9.476,2.653,0.00439,995.624,0.609,DSEP,,1,Simbad,299.30551,41.26352,299.30551,41.26351889,5990753,95.28,4.35,7.53,0.16,5009,160,2.9,0.02,2.54,0.25,98.14,5.01,1,3.94,0,0,299.30551,41.263519
0.003996,293.46094,47.82677,10603958, ,4836,2.361,-0.44,15.204,1.936,7.76E-04,1910.724,0.42,DSEP,,1,Simbad,293.46094,47.82677,293.46094,47.82677111,10603958,29.9,1.8,3.77,0.12,4949,175,2.4,0.03,1.23,0.16,71.35,5.71,0.99,7.88,0,0,293.46094,47.826771
0.006984,290.79398,45.45574,9086060, ,4911,2.592,0.07,13.86,2.739,0.00145,2275.519,0.402,DSEP,,1,Simbad,290.79398,45.45574,290.79398,45.45574194,9086060,48.29,2.22,4.77,0.16,5037,267,2.61,0.03,2.07,0.25,81.05,4.05,0.99,6.23,0,0,290.79398,45.455742
0,284.62585,42.07695,6586303, ,5013,2.394,0.07,19.813,3.549,6.43E-04,7884.632,0.334,DSEP,,1,Simbad,284.62585,42.07695,284.62585,42.07695,6586303,29.02,1.93,3.91,0.62,5013,216,2.39,0.03,0.99,0.34,91.58,7.16,0.99,7.6,0,0,284.62585,42.07695
0.003996,294.15631,50.09987,11818451, ,5208,2.353,-0.5,19.373,3.087,5.98E-04,6688.696,0.4,DSEP,,1,Simbad,294.15631,50.09987,294.15631,50.09986889,11818451,29.04,2.13,3.97,0.14,5208,292,2.39,0.04,0.99,0.16,39.04,2.96,0.99,7.48,0,0,294.15631,50.099869
0.003996,293.58252,47.86645,10604255, ,4706,2.374,-0.1,15.447,2.061,7.88E-04,894.18,0.387,DSEP,,1,Simbad,293.58252,47.86645,293.58252,47.86645111,10604255,31.04,2.18,3.9,0.53,4781,106,2.4,0.03,1.14,0.34,111.07,6.43,1,7.62,0,0,293.58252,47.866451
0.003996,291.021,45.49546,9086653, ,4623,2.398,-0.02,13.801,1.736,9.30E-04,2049.56,0.405,DSEP,,1,Simbad,291.021,45.49546,291.021,45.49546111,9086653,31.33,1.61,3.68,0.11,4780,166,2.41,0.03,1.48,0.17,56.76,5.79,1,8.07,0,0,291.021,45.495461
0.006984,293.24185,38.04336,2860936, ,5043,2.929,0.07,8.905,2.459,0.0049,702.131,0.424,DSEP,,1,Simbad,293.24185,38.04336,293.24185,38.04336194,2860936,102.01,5.63,7.59,0.84,5062,144,2.93,0.03,3.07,0.75,114.32,5.55,1,3.91,0,0,293.24185,38.043362
0,294.70306,43.64983,7899597, ,4742,2.42,-0.12,14.632,2.054,9.23E-04,3982.85,0.533,DSEP,,1,Simbad,294.70306,43.64983,294.70306,43.64983,7899597,32.17,1.76,3.96,0.12,4934,230,2.43,0.03,1.25,0.16,55.28,2.74,1,7.5,0,0,294.70306,43.64983
0.003996,286.46161,42.08183,6590381, ,4959,2.682,-0.28,10.659,1.992,0.00232,2253.323,0.363,DSEP,,1,Simbad,286.46161,42.08183,286.46161,42.08182889,6590381,59.67,2.57,5.38,0.16,5172,256,2.71,0.02,2.51,0.28,89.1,4.02,0.99,5.52,0,0,286.46161,42.081829
0.003996,293.08679,43.03655,7449159, ,4825,2.821,0.1,9.031,1.97,0.00377,1791.674,0.495,DSEP,,1,Simbad,293.08679,43.03655,293.08679,43.03654889,7449159,76.43,3.88,7.09,0.19,5054,237,2.81,0.03,1.69,0.2,12.56,0.61,1,4.19,0,0,293.08679,43.036549
0.003996,295.19717,43.66907,7901207, ,4941,2.855,0.36,10.305,2.771,0.00357,1299.227,0.524,DSEP,,1,Simbad,295.19717,43.66907,295.19717,43.66907111,7901207,85.54,3.68,6.52,0.13,5038,233,2.86,0.02,3.3,0.34,128.71,6.35,1,4.56,0,0,295.19717,43.669071
0.003996,295.31799,40.09747,4937056, ,4796,2.57,-0.24,10.843,1.594,0.00176,2291.505,0.671,DSEP,,1,Simbad,295.31799,40.09747,295.31799,40.09746889,4937056,50.16,2.96,4.78,0.15,5039,312,2.62,0.03,2.31,0.33,81.96,8.59,0.99,6.21,7.27,0.94,295.31799,40.097469
0,287.11548,49.12405,11341723, ,5008,2.369,-0.5,17.799,2.702,6.75E-04,1871.298,0.313,DSEP,,1,Simbad,287.11548,49.12405,287.11548,49.12405,11341723,29.06,1.79,3.83,0.15,5022,265,2.39,0.03,1.08,0.16,39.61,1.94,1,7.75,7.39,1.31,287.11548,49.12405
0.006984,295.79947,43.65568,7903173, ,4951,3.118,-0.08,5.564,1.481,0.0121,940.574,0.481,DSEP,,1,Simbad,295.79947,43.65568,295.79947,43.65568194,7903173,155.6,7.14,12.55,0.46,5166,192,3.12,0.02,1.5,0.18,20.51,1.8,0.98,2.37,0,0,295.79947,43.655682
0.003996,288.56232,41.31202,6032639, ,4857,2.557,0.07,14.947,2.94,0.00124,2029.521,0.411,DSEP,,1,Simbad,288.56232,41.31202,288.56232,41.31201889,6032639,45.9,2.46,4.73,0.15,5037,262,2.59,0.03,1.84,0.24,123.41,4.12,1,6.28,0,0,288.56232,41.312019
0.003996,296.08246,47.88766,10611309, ,5014,2.384,0.07,20.087,3.56,6.19E-04,6852.102,0.477,DSEP,,1,Simbad,296.08246,47.88766,296.08246,47.88766111,10611309,30.35,1.63,3.76,0.13,5014,293,2.41,0.03,1.32,0.18,58.36,6.22,1,7.9,0,0,296.08246,47.887661
0.003996,297.41351,47.57334,10420403, ,5026,2.504,0.07,16.891,3.319,9.70E-04,5330.897,0.52,DSEP,,1,Simbad,297.41351,47.57334,297.41351,47.57334111,10420403,39.72,2.01,4.37,0.13,5026,256,2.52,0.03,1.63,0.2,86.7,3.31,1,6.8,0,0,297.41351,47.573341
0.006984,296.46201,43.62269,7905528, ,3891,1.238,0.12,53.175,1.784,1.67E-05,3297.455,0.6,DSEP,,1,Simbad,296.46201,43.62269,296.46201,43.62269194,7905528,62.79,2.84,5.97,0.14,3891,99,2.67,0.02,1.26,0.12,103.75,24.37,0.99,4.98,0,0,296.46201,43.622692
0.014004,284.04083,44.26453,8282536, ,4528,2.364,0.32,16.11,2.188,7.37E-04,6048.636,0.31,DSEP,,1,Simbad,284.04083,44.26453,284.04083,44.26452611,8282536,29.13,2.13,3.8,0.12,4528,121,2.37,0.03,0.96,0.14,54.08,2.5,1,7.82,0,0,284.04083,44.264526
0,289.36511,41.3708,6034893, ,5147,3.442,-0.16,3.791,1.451,0.0375,478.44,0.276,DSEP,,1,Simbad,289.36511,41.3708,289.36511,41.3708,6034893,299.22,0,20.98,0.89,5381,79,3.41,0,1.46,0.13,69.89,6.59,1,1.42,0,0,289.36511,41.3708
0.003996,298.50842,47.53852,10424379, ,4924,2.938,-0.34,5.768,1.052,0.00772,1310.331,0.527,DSEP,,1,Simbad,298.50842,47.53852,298.50842,47.53852111,10424379,106.65,5.23,9.48,0.26,5132,152,2.96,0.02,1.47,0.16,13.57,1.19,0.98,3.13,0,0,298.50842,47.538521
0,285.42593,44.24548,8285008, ,4983,2.381,-0.5,16.804,2.478,7.36E-04,5963.984,0.328,DSEP,,1,Simbad,285.42593,44.24548,285.42593,44.24548,8285008,29.73,1.82,3.98,0.11,4983,215,2.4,0.03,0.98,0.13,112.69,5.59,1,7.46,0,0,285.42593,44.24548
0.003996,291.21417,38.18249,2988655, ,5158,2.393,-0.5,17.661,2.811,7.19E-04,4638.659,0.546,DSEP,,1,Simbad,291.21417,38.18249,291.21417,38.18249111,2988655,30.63,1.7,3.87,0.61,5158,313,2.42,0.03,1.27,0.43,71.85,6.93,0.99,7.67,0,0,291.21417,38.182491
0,287.12354,44.20089,8288228, ,5036,2.334,-0.5,19.58,3.014,5.65E-04,6280.209,0.353,DSEP,,1,Simbad,287.12354,44.20089,287.12354,44.20089,8288228,29.35,1.83,3.86,1.91,5036,231,2.39,0.03,1.09,1.08,60.51,2.76,0.99,7.69,0,0,287.12354,44.20089
0,289.24081,50.18362,11859572, ,5103,2.359,-0.5,18.374,2.813,6.39E-04,7630.811,0.329,DSEP,,1,Simbad,289.24081,50.18362,289.24081,50.18362,11859572,28.29,1.72,3.88,0.12,5103,276,2.38,0.03,0.97,0.13,50.46,5.82,0.99,7.65,0,0,289.24081,50.18362
0.003996,289.41107,50.10863,11859861, ,5106,2.388,-0.5,17.456,2.712,7.18E-04,6729.099,0.332,DSEP,,1,Simbad,289.41107,50.10863,289.41107,50.10863111,11859861,29.78,1.66,3.84,0.09,5106,303,2.4,0.03,1.18,0.15,65.66,6.17,1,7.73,0,0,289.41107,50.108631
0.003996,281.13095,47.63539,10448925, ,4999,2.366,0.07,20.538,3.574,5.81E-04,6600.185,0.263,DSEP,,1,Simbad,281.13095,47.63539,281.13095,47.63539111,10448925,27.26,1.86,3.71,0.13,4999,233,2.36,0.03,1.01,0.15,50.11,2.44,1,8.01,0,0,281.13095,47.635391
0,280.50638,43.13736,7499677, ,4825,2.341,-0.44,15.551,1.936,7.25E-04,2346.905,0.278,DSEP,,1,Simbad,280.50638,43.13736,280.50638,43.13736,7499677,27.19,1.85,3.8,0.13,4825,115,2.35,0.03,0.86,0.12,43.92,3.35,0.99,7.82,0,0,280.50638,43.13736
0.006984,285.80026,39.05184,3937217, ,4780,2.362,-0.3,15.378,1.987,7.70E-04,2068.15,0.383,DSEP,,1,Simbad,285.80026,39.05184,285.80026,39.05184194,3937217,30.06,1.94,3.76,0.11,4887,185,2.4,0.03,1.24,0.17,54.08,4.43,1,7.9,9.08,1.42,285.80026,39.051842
0,296.0965,45.49136,9101612, ,4932,2.666,-0.24,10.903,2.007,0.00218,3050.922,0.532,DSEP,,1,Simbad,296.0965,45.49136,296.0965,45.49136,9101612,56.61,2.92,5.38,0.15,4932,137,2.67,0.02,2,0.22,150.83,6.97,0.99,5.52,0,0,296.0965,45.49136
0.003996,291.05286,40.70247,5531278, ,4577,2.366,0.21,15.955,2.157,7.48E-04,1519.867,0.48,DSEP,,1,Simbad,291.05286,40.70247,291.05286,40.70246889,5531278,34.91,,3.68,0.11,4643,122,2.45,,1.96,,61.68,2.97,1,8.07,0,0,291.05286,40.702469
0,287.95328,47.69791,10461323, ,4897,2.84,0.07,9.242,2.152,0.00384,672.554,0.299,DSEP,,1,Simbad,287.95328,47.69791,287.95328,47.69791,10461323,90.71,3.98,7.38,0.15,4973,138,2.88,0.02,2.35,0.22,161.68,6.17,1,4.02,0,0,287.95328,47.69791
0.006984,287.96533,47.69401,10461347, ,4595,2.365,0.16,15.942,2.147,7.46E-04,2179.653,0.334,DSEP,,1,Simbad,287.96533,47.69401,287.96533,47.69401194,10461347,31.11,2.06,3.95,0.41,4887,240,2.41,0.03,1.13,0.28,121.73,6.46,1,7.52,0,0,287.96533,47.694012
0.006984,292.24228,40.76869,5534910, ,4981,2.932,0.36,9.268,2.678,0.00474,805.862,0.425,DSEP,,1,Simbad,292.24228,40.76869,292.24228,40.76868806,5534910,112.26,4.84,8.26,0.24,5092,153,2.98,0.02,2.94,0.3,94.8,6.66,1,3.6,0,0,292.24228,40.768688
0.003996,294.08322,42.38804,6870872, ,4999,2.366,0.07,20.538,3.574,5.81E-04,5223.553,0.544,DSEP,,1,Simbad,294.08322,42.38804,294.08322,42.38803889,6870872,28.65,1.51,3.55,0.35,4999,270,2.38,0.03,1.4,0.32,81.4,8.65,1,8.37,0,0,294.08322,42.388039
0.006984,284.72379,43.74254,7943876, ,4616,2.338,-0.2,13.057,1.356,8.58E-04,2516.232,0.323,DSEP,,1,Simbad,284.72379,43.74254,284.72379,43.74253806,7943876,29.56,1.92,3.66,0.09,4888,229,2.39,0.03,1.31,0.18,59.17,4.66,1,8.12,0,0,284.72379,43.742538
0.006984,297.30344,42.02878,6627543, ,5040,2.962,0.07,8.365,2.336,0.00562,1596.458,0.667,DSEP,,1,Simbad,297.30344,42.02878,297.30344,42.02878194,6627543,116.02,5.06,8.85,0.85,4840,129,2.98,0.02,2.29,0.48,103.74,4.84,0.98,3.36,0,0,297.30344,42.028782
0.006984,297.31967,42.03927,6627606, ,4671,2.399,-0.44,9.646,0.851,0.00134,415.358,0.26,DSEP,,1,Simbad,297.31967,42.03927,297.31967,42.03926806,6627606,30.9,1.7,3.92,0.55,4622,140,2.4,0.03,1.05,0.31,13.7,0.62,1,7.58,0,0,297.31967,42.039268
0.003996,297.62634,42.05131,6628948, ,5004,3.006,0.07,7.631,2.15,0.00681,1954.334,0.706,DSEP,,1,Simbad,297.62634,42.05131,297.62634,42.05131111,6628948,117.63,11.31,9.97,0.23,4971,147,2.99,0.04,1.54,0.27,133.15,10.86,0.98,2.98,0,0,297.62634,42.051311
0,295.66577,44.27206,8310792, ,5053,2.962,-0.1,7.84,2.057,0.00601,1135.509,0.505,DSEP,,1,Simbad,295.66577,44.27206,295.66577,44.27206,8310792,111.57,4.51,8.19,0.19,5105,167,2.97,0.02,3,0.28,112.19,6.14,1,3.63,0,0,295.66577,44.27206
0.006984,287.58151,43.10483,7515107, ,4920,2.346,-0.76,13.445,1.463,8.48E-04,3888.797,0.371,DSEP,,1,Simbad,287.58151,43.10483,287.58151,43.10483194,7515107,28.02,2.17,3.73,0.12,5140,303,2.38,0.04,1.12,0.18,50.46,4,1,7.96,0,0,287.58151,43.104832
0.003996,287.68591,38.26814,3102990, ,4835,2.382,0.07,19.16,3.224,6.46E-04,3968.237,0.435,DSEP,,1,Simbad,287.68591,38.26814,287.68591,38.26813889,3102990,29.77,1.86,3.79,0.56,4835,177,2.39,0.03,1.15,0.36,85.44,7.84,1,7.84,0,0,287.68591,38.268139
0,288.07898,46.21545,9579999, ,4630,2.304,0.07,18.328,2.463,5.63E-04,3255.472,0.348,DSEP,,1,Simbad,288.07898,46.21545,288.07898,46.21545,9579999,31.29,1.57,3.68,0.54,4902,237,2.41,0.03,1.53,0.48,59.59,7.68,1,8.07,0,0,288.07898,46.21545
0,298.70181,42.07497,6634419, ,5122,2.886,0.07,9.828,2.707,0.00402,1254.859,0.663,DSEP,,1,Simbad,298.70181,42.07497,298.70181,42.07497,6634419,90,5.4,7.28,0.15,5302,187,2.89,0.03,2.67,0.32,137.85,6.64,1,4.08,0,0,298.70181,42.07497
0.003996,292.00891,39.01751,3956210, ,5015,2.34,-0.5,18.489,2.725,6.07E-04,6001.762,0.555,DSEP,,1,Simbad,292.00891,39.01751,292.00891,39.01750889,3956210,29.67,3.21,3.85,0.5,5015,214,2.4,0.05,1.13,0.37,54.83,4.94,0.99,7.71,0,0,292.00891,39.017509
0,292.18906,49.21907,11403541, ,5109,2.408,-0.5,16.988,2.693,7.74E-04,4163.024,0.379,DSEP,,1,Simbad,292.18906,49.21907,292.18906,49.21907,11403541,29.61,1.73,3.9,0.12,5109,292,2.4,0.03,1.09,0.15,60,5.2,1,7.62,0,0,292.18906,49.21907
0.003996,289.24942,40.16323,5002776, ,4661,2.365,-0.1,15.026,1.909,7.93E-04,1440.605,0.441,DSEP,,1,Simbad,289.24942,40.16323,289.24942,40.16323111,5002776,30.38,1.67,3.75,0.12,4665,107,2.39,0.03,1.2,0.14,72.35,6.61,1,7.92,0,0,289.24942,40.163231
0.003996,289.79245,43.76576,7954197, ,4819,2.428,0.07,17.41,2.96,7.90E-04,1510.382,0.403,DSEP,,1,Simbad,289.79245,43.76576,289.79245,43.76575889,7954197,31.85,1.91,3.92,0.12,4819,172,2.42,0.03,1.22,0.16,70.86,3.88,1,7.58,0,0,289.79245,43.765759
0.003996,291.04245,50.27535,11913049, ,4591,2.361,-0.16,11.769,1.161,0.001,2600.53,0.351,DSEP,,1,Simbad,291.04245,50.27535,291.04245,50.27534889,11913049,29.49,1.62,3.72,0.13,4883,198,2.39,0.03,1.22,0.16,48.74,3.17,0.98,7.98,0,0,291.04245,50.275349
0.003996,283.53006,42.12061,6668939, ,5148,2.389,-0.5,17.748,2.812,7.08E-04,7781.226,0.319,DSEP,,1,Simbad,283.53006,42.12061,283.53006,42.12060889,6668939,29.43,1.84,3.89,0.12,5148,273,2.4,0.03,1.1,0.15,52.64,2.48,1,7.64,0,0,283.53006,42.120609
0.003996,299.64545,44.2749,8325764, ,4864,2.337,-0.5,15.988,2.028,6.99E-04,1395.203,0.658,DSEP,,1,Simbad,299.64545,44.2749,299.64545,44.27489889,8325764,29,1.76,3.97,0.13,4894,153,2.38,0.03,0.9,0.12,45.16,3.48,0.99,7.48,0,0,299.64545,44.274899
0.006984,292.84641,43.11841,7531136, ,4031,1.308,-0.28,35.003,0.908,2.98E-05,3806.036,0.488,DSEP,,1,Simbad,292.84641,43.11841,292.84641,43.11840806,7531136,2.9,0.2,0.59,0.01,3973,156,1.34,0.03,1.34,0.18,98.83,7.35,1,50.34,0,0,292.84641,43.118408
0.003996,300.6394,44.26854,8329095, ,4779,2.613,0.21,13.14,2.586,0.0016,968.242,0.569,DSEP,,1,Simbad,300.6394,44.26854,300.6394,44.26853889,8329095,50.24,2.41,5.01,0.14,4855,150,2.62,0.02,1.82,0.19,150.87,7.85,0.99,5.93,0,0,300.6394,44.268539
0.003996,292.37622,46.24738,9589369, ,5211,3.082,-0.3,6.703,1.981,0.00927,1366.13,0.418,DSEP,,1,Simbad,292.37622,46.24738,292.37622,46.24737889,9589369,114.1,10.26,11.84,0.27,5211,154,2.99,0.04,0.76,0.13,97.51,4.73,1,2.51,0,0,292.37622,46.247379
0.003996,296.84302,50.25113,11924806, ,5047,2.966,-0.08,7.821,2.064,0.00608,1448.154,0.445,DSEP,,1,Simbad,296.84302,50.25113,296.84302,50.25112889,11924806,109.17,4.71,8.67,0.18,5051,134,2.96,0.02,2.2,0.2,138.82,5.33,1,3.43,0,0,296.84302,50.251129
0,288.65143,41.40387,6113813, ,5069,3.162,0.02,6.052,1.94,0.0123,1268.916,0.407,DSEP,,1,Simbad,288.65143,41.40387,288.65143,41.40387,6113813,138.31,26.21,12.62,0.29,5186,179,3.07,0.09,1.04,0.35,74.96,4.56,1,2.35,0,0,288.65143,41.40387
0,289.17035,41.41637,6115282, ,5006,2.38,0.07,20.198,3.564,6.09E-04,6712.488,0.423,DSEP,,1,Simbad,289.17035,41.41637,289.17035,41.41637,6115282,29.12,1.72,3.86,0.57,5006,276,2.39,0.03,1.05,0.34,96.89,4.79,1,7.69,0,0,289.17035,41.41637
0.003996,293.82428,40.15418,5018155, ,4993,2.399,0.07,19.695,3.546,6.54E-04,4863.739,0.598,DSEP,,1,Simbad,293.82428,40.15418,293.82428,40.15417889,5018155,32.31,1.9,4.18,0.14,4993,218,2.43,0.03,1.04,0.14,12.71,0.88,1,7.11,0,0,293.82428,40.154179
0.003996,294.09631,39.64708,4570555, ,5161,3.192,-0.16,5.753,1.88,0.0139,865.149,0.485,DSEP,,1,Simbad,294.09631,39.64708,294.09631,39.64707889,4570555,186.81,15.27,14.68,0.58,5058,127,3.2,0.04,1.35,0.22,6.22,0.38,1,2.02,0,0,294.09631,39.647079
0.006984,296.96802,43.10457,7547646, ,4959,2.715,0.07,11.829,2.647,0.00225,1237.963,0.578,DSEP,,1,Simbad,296.96802,43.10457,296.96802,43.10456806,7547646,64.87,2.63,5.49,0.17,4930,132,2.73,0.02,2.77,0.28,85.44,4.48,1,5.41,0,0,296.96802,43.104568
0.003996,286.98456,49.39115,11446691, ,4812,2.361,-0.38,15.286,1.958,7.72E-04,2522.621,0.309,DSEP,,1,Simbad,286.98456,49.39115,286.98456,49.39115111,11446691,28.17,1.75,3.78,0.51,5006,263,2.37,0.03,1.03,0.31,65.2,5.97,1,7.86,0,0,286.98456,49.391151
0.014004,287.56387,47.77861,10525439, ,4777,2.343,-0.32,15.697,1.98,7.21E-04,5430.763,0.328,DSEP,,1,Simbad,287.56387,47.77861,287.56387,47.77860611,10525439,28.79,2.39,3.89,0.14,4777,125,2.37,0.04,0.92,0.15,38.24,3.56,0.99,7.64,0,0,287.56387,47.778606
0,285.53638,38.35881,3216467, ,4617,2.387,0.56,19.4,3.344,6.45E-04,1966.297,0.385,DSEP,,1,Simbad,285.53638,38.35881,285.53638,38.35881,3216467,31.47,1.96,3.83,0.12,4623,154,2.4,0.03,1.21,0.16,151.87,8.36,0.99,7.75,0,0,285.53638,38.35881
0,291.41467,50.33255,11962986, ,5146,2.379,-0.5,17.97,2.817,6.84E-04,5465.414,0.356,DSEP,,1,Simbad,291.41467,50.33255,291.41467,50.33255,11962986,29.34,1.73,3.93,0.13,5146,253,2.4,0.03,1.04,0.14,49.42,3.75,1,7.56,0,0,291.41467,50.33255
0,297.13791,43.76836,7976619, ,4968,2.85,0.21,9.921,2.539,0.00366,1025.888,0.526,DSEP,,1,Simbad,297.13791,43.76836,297.13791,43.76836,7976619,86.77,4.23,7.16,0.26,5191,287,2.87,0.03,2.48,0.32,5.5,0.4,1,4.15,0,0,297.13791,43.76836
0.003996,286.49353,39.10749,4041075, ,4572,2.399,0.26,15.421,2.171,8.34E-04,3604.773,0.396,DSEP,,1,Simbad,286.49353,39.10749,286.49353,39.10749111,4041075,32.2,2,3.78,0.13,4290,156,2.4,0.03,1.23,0.17,111.25,5.14,1,7.86,0,0,286.49353,39.107491
0,294.64951,39.68391,4572779, ,4883,2.363,0.21,20.725,3.614,5.72E-04,5932.616,0.654,DSEP,,1,Simbad,294.64951,39.68391,294.64951,39.68391,4572779,28.42,1.82,3.92,0.15,4985,148,2.38,0.03,0.91,0.13,83.69,11.46,0.99,7.58,0,0,294.64951,39.68391
0.003996,291.72638,41.49388,6123238, ,5025,2.699,0.07,12.527,2.862,0.00205,4560.696,0.488,DSEP,,1,Simbad,291.72638,41.49388,291.72638,41.49388111,6123238,56.63,4.94,5.4,0.18,5362,419,2.69,0.05,2.24,0.43,9.39,2.55,0.98,5.5,0,0,291.72638,41.493881
0.003996,286.64819,42.46952,6933666, ,4674,2.433,-0.22,11.555,1.32,0.00121,1872.955,0.362,DSEP,,1,Simbad,286.64819,42.46952,286.64819,42.46952111,6933666,33.78,1.76,3.83,0.12,5009,228,2.45,0.03,1.69,0.21,99.2,2.65,0.99,7.75,0,0,286.64819,42.469521
0,293.46133,50.30254,11966513, ,5096,2.563,-0.5,13.426,2.406,0.0014,3587.702,0.386,DSEP,,1,Simbad,293.46133,50.30254,293.46133,50.30254,11966513,40.87,2.35,4.56,0.14,5299,360,2.55,0.03,1.62,0.23,57.16,5.72,0.99,6.51,0,0,293.46133,50.30254
0.003996,280.26242,43.26406,7581399, ,5033,2.849,0.07,10.078,2.614,0.0036,1564.409,0.275,DSEP,,1,Simbad,280.26242,43.26406,280.26242,43.26406111,7581399,84.46,4.13,6.62,0.24,5244,192,2.86,0.02,3.18,0.38,150.83,6.08,0.99,4.49,0,0,280.26242,43.264061
0.006984,284.95337,48.02334,10716261, ,5002,2.376,0.07,20.289,3.567,6.02E-04,7374.41,0.297,DSEP,,1,Simbad,284.95337,48.02334,284.95337,48.02333806,10716261,29.7,1.75,3.77,0.13,5002,258,2.4,0.03,1.22,0.17,61.83,3.29,1,7.88,0,0,284.95337,48.023338
0,287.20041,38.3447,3220837, ,5036,3.181,-0.08,5.433,1.632,0.0143,1375.79,0.419,DSEP,,1,Simbad,287.20041,38.3447,287.20041,38.3447,3220837,132.56,20.1,13.21,0.31,5294,260,3.06,0.07,0.79,0.21,79.73,7.54,0.99,2.25,0,0,287.20041,38.3447
0,295.47058,50.38002,11970850, ,4757,2.37,-0.3,14.666,1.838,8.21E-04,3263.498,0.42,DSEP,,1,Simbad,295.47058,50.38002,295.47058,50.38002,11970850,28.69,1.54,3.58,0.08,4999,227,2.38,0.03,1.35,0.16,52.96,3.85,0.99,8.3,0,0,295.47058,50.38002
0.006984,295.58084,50.38257,11971108, ,5002,2.376,0.07,20.289,3.567,6.02E-04,5113.369,0.422,DSEP,,1,Simbad,295.58084,50.38257,295.58084,50.38256806,11971108,29.84,1.61,3.68,0.66,5002,295,2.4,0.03,1.37,0.52,55.31,3.05,0.98,8.07,0,0,295.58084,50.382568
0.003996,294.96649,46.24459,9596106, ,4696,2.221,-0.3,18.097,1.988,4.73E-04,1990.684,0.482,DSEP,,1,Simbad,294.96649,46.24459,294.96649,46.24459111,9596106,21.26,1.12,2.68,0.08,4782,167,2.24,0.03,1.64,0.19,110.53,3.56,1,11.08,5.64,2.88,294.96649,46.244591
0,292.68115,49.35294,11456735, ,5134,3.087,-0.1,6.789,2.056,0.00925,475.221,0.263,DSEP,,1,Simbad,292.68115,49.35294,292.68115,49.35294,11456735,94.33,4.4,7.03,0.14,5333,200,2.91,0.02,3.57,0.36,120.04,6.12,1,4.22,0,0,292.68115,49.35294
0,294.20181,42.15646,6700113, ,5015,2.928,-0.06,8.181,2.071,0.00533,775.35,0.428,DSEP,,1,Simbad,294.20181,42.15646,294.20181,42.15646,6700113,98.96,4.54,7.66,0.22,5269,178,2.93,0.02,2.87,0.31,120.85,3.58,1,3.88,0,0,294.20181,42.15646
0.006984,294.8335,46.77133,9898373, ,4858,2.555,0.07,14.717,2.834,0.00125,2624.554,0.468,DSEP,,1,Simbad,294.8335,46.77133,294.8335,46.77133194,9898373,45.03,3.28,4.73,0.63,5033,280,2.58,0.04,1.74,0.53,128.62,6.83,0.99,6.28,0,0,294.8335,46.771332
0.006984,293.69916,41.40222,6129632, ,5026,3.129,-0.12,5.746,1.621,0.012,852.412,0.453,DSEP,,1,Simbad,293.69916,41.40222,293.69916,41.40222194,6129632,152.11,11.4,11.08,0.25,5189,170,3.11,0.04,2.33,0.33,3.69,0.19,1,2.68,0,0,293.69916,41.402222
0.003996,285.46579,50.41648,12003253, ,4785,2.41,-0.24,14.634,2.009,9.03E-04,1699.629,0.288,DSEP,,1,Simbad,285.46579,50.41648,285.46579,50.41648111,12003253,33.14,1.69,3.85,0.13,4972,243,2.44,0.03,1.55,0.2,54.08,4.27,0.99,7.71,10.3,0.83,285.46579,50.416481
0.003996,281.14883,43.82372,8006173, ,5139,2.373,-0.5,18.091,2.819,6.71E-04,14863.608,0.281,DSEP,,1,Simbad,281.14883,43.82372,281.14883,43.82371889,8006173,27.5,1.8,3.8,0.14,5227,203,2.37,0.03,1,0.14,84.98,2.76,0.99,7.82,0,0,281.14883,43.823719
0,294.34348,41.45747,6131884, ,4808,2.349,-0.62,11.627,1.101,9.87E-04,1760.318,0.573,DSEP,,1,Simbad,294.34348,41.45747,294.34348,41.45747,6131884,25.26,1.62,3.63,0.11,5141,324,2.33,0.04,0.91,0.14,32.83,2.64,0.99,8.18,0,0,294.34348,41.45747
