angDist,_RAJ2000,_DEJ2000,KIC,numax,e_numax,Dnu,e_Dnu,DPi1,e_DPi1,q,e_q,eps,e_eps,dnurot,e_dnurot,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,KIC,G16,Teff,log(g),[Fe/H],Rad,Mass,rho,Dist,Av,Mod,Ref,H14,Simbad,_RA,_DE
0,292.10858,38.23032,3119526,38.6,0.55,4.31,0.04,261.43,0.18,0.26,0.03,-0.039,0.08,20,7,Simbad,292.10858,38.23032,292.10858,38.23032,3119526, ,4813,2.501,-0.18,13.257,2.031,0.00123,2198.819,0.58,DSEP,,1,Simbad,292.10858,38.23032
0,292.11465,38.28484,3119555,84,1,7.7,0.04,70.49,0.05,0.12,0.02,0.227,0.119,220,16,Simbad,292.11465,38.28484,292.11465,38.28484,3119555, ,4774,2.848,0.18,8.541,1.874,0.00424,1426.201,0.559,DSEP,,1,Simbad,292.11465,38.28484
0.0072,292.21338,38.224522,3120004,31.8,0.52,4.09,0.04,301.12,0.18,0.26,0.04,0.09,0.066,30,7,Simbad,292.21338,38.224522,292.21338,38.22452,3120004, ,5081,2.53,-0.5,14.165,2.477,0.00123,2040.226,0.584,DSEP,,1,Simbad,292.21338,38.22452
0.0036,292.33932,38.247421,3120550,61.2,0.83,6.5,0.04,66.3,0.03,0.13,0.02,0.323,0.14,20,7,Simbad,292.33932,38.247421,292.33932,38.24742,3120550, ,4971,2.697,-0.42,9.642,1.686,0.00265,3769.874,0.591,DSEP,,1,Simbad,292.33932,38.24742
0.0036,292.73111,38.251049,3122185,97.4,1.08,7.86,0.05,223.57,0.6,0.22,0.03,-0.016,0.128,90,22,Simbad,292.73111,38.251049,292.73111,38.25105,3122185, ,5029,2.909,0.21,9.476,2.653,0.00439,1165.897,0.55,DSEP,,1,Simbad,292.73111,38.25105
0.0072,292.81158,38.216702,3122548,35.3,0.53,4.18,0.04,285.56,0.27,0.24,0.03,-0.265,0.097,30,7,Simbad,292.81158,38.216702,292.81158,38.2167,3122548, ,4972,2.432,0.07,18.487,3.371,7.52E-04,4078.971,0.613,DSEP,,1,Simbad,292.81158,38.2167
0,292.97443,38.27663,3123206,32.9,0.51,4.03,0.04,289.4,0.25,0.24,0.03,0.113,0.106,30,7,Simbad,292.97443,38.27663,292.97443,38.27663,3123206, ,4954,2.417,-0.5,15.327,2.24,8.76E-04,1886.131,0.613,DSEP,,1,Simbad,292.97443,38.27663
0.0036,293.07498,38.221371,3123653,97.3,1.21,9.16,0.04,74.78,0.06,0.12,0.02,0.247,0.11,310,18,Simbad,293.07498,38.221371,293.07498,38.22137,3123653, ,4894,2.914,-0.38,5.599,0.938,0.00753,1501.134,0.602,DSEP,,1,Simbad,293.07498,38.22137
0.0072,294.00107,38.202728,3127825,38.8,0.56,4.45,0.04,303.87,0.15,0.34,0.04,-0.039,0.045,40,10,Simbad,294.00107,38.202728,294.00107,38.20273,3127825, ,5028,2.511,0.07,16.74,3.312,9.94E-04,1674.915,0.655,DSEP,,1,Simbad,294.00107,38.20273
0.0036,294.22226,38.214031,3128866,80.4,0.89,6.75,0.04,279.19,0.26,0.23,0.03,-0.136,0.042,90,17,Simbad,294.22226,38.214031,294.22226,38.21403,3128866, ,4905,2.815,0.36,10.988,2.874,0.00305,2372.988,0.687,DSEP,,1,Simbad,294.22226,38.21403
0.0036,294.31937,38.251461,3129312,150.2,1.81,12.69,0.06,82.5,0.11,0.14,0.02,0.336,0.113,290,23,Simbad,294.31937,38.251461,294.31937,38.25146,3129312, ,4781,3.092,0.06,4.926,1.096,0.0129,1252.838,0.616,DSEP,,1,Simbad,294.31937,38.25146
0.0072,285.17651,38.370022,3215565,31,0.51,4.04,0.04,334.02,0.28,0.34,0.04,-0.165,0.087,30,7,Simbad,285.17651,38.370022,285.17651,38.37002,3215565, ,4788,2.43,-0.22,14.33,2.017,9.65E-04,3121.627,0.378,DSEP,,1,Simbad,285.17651,38.37002
0.0036,285.29956,38.359791,3215869,70.23,0.85,6.57,0.04,68.71,0.02,0.12,0.02,0.262,0.082,200,12,Simbad,285.29956,38.359791,285.29956,38.35979,3215869, ,4934,2.769,-0.1,9.803,2.058,0.00308,2950.513,0.381,DSEP,,1,Simbad,285.29956,38.35979
0.0036,285.47757,38.322189,3216334,117.9,1.41,9.93,0.06,75.43,0.07,0.11,0.02,0.381,0.114,300,20,Simbad,285.47757,38.322189,285.47757,38.32219,3216334, ,5296,3.004,0.07,8.426,2.613,0.00615,3286.184,0.385,DSEP,,1,Simbad,285.47757,38.32219
0.0036,285.77106,38.336449,3217051,36.2,0.53,4.21,0.03,314.93,0.23,0.28,0.03,-0.144,0.07,45,11,Simbad,285.77106,38.336449,285.77106,38.33645,3217051, ,4719,2.462,0.36,17.173,3.117,8.67E-04,1995.454,0.39,DSEP,,1,Simbad,285.77106,38.33645
0.0036,286.26172,38.390289,3218312,78.4,0.97,7.47,0.04,70.89,0.02,0.12,0.02,-0.052,0.062,530,15,Simbad,286.26172,38.390289,286.26172,38.39029,3218312, ,4742,2.821,0.1,8.071,1.572,0.00421,1884.827,0.4,DSEP,,1,Simbad,286.26172,38.39029
0.0072,287.30344,38.360882,3221086,84.8,1.03,7.9,0.04,72.84,0.03,0.12,0.02,0.193,0.065,,,Simbad,287.30344,38.360882,287.30344,38.36088,3221086, ,4780,2.844,-0.02,7.496,1.43,0.00478,1731.219,0.424,DSEP,,1,Simbad,287.30344,38.36088
0.0036,287.73642,38.355309,3222326,22.4,0.42,3.38,0.03,318.5,0.19,0.23,0.03,0.196,0.086,30,7,Simbad,287.73642,38.355309,287.73642,38.35531,3222326, ,4837,2.273,0.07,23.017,3.618,4.18E-04,8354.124,0.434,DSEP,,1,Simbad,287.73642,38.35531
0.0036,287.87769,38.396751,3222740,76.3,0.9,6.95,0.04,70.01,0.04,0.12,0.02,0.038,0.11,380,16,Simbad,287.87769,38.396751,287.87769,38.39675,3222740, ,4855,2.805,0.02,9.135,1.944,0.00359,2466.34,0.437,DSEP,,1,Simbad,287.87769,38.39675
0,287.90524,38.38903,3222834,170.1,2.03,13.96,0.06,84.4,0.16,0.13,0.02,0.334,0.142,410,29,Simbad,287.90524,38.38903,287.90524,38.38903,3222834, ,4879,3.124,-0.06,4.922,1.175,0.0139,882.042,0.399,DSEP,,1,Simbad,287.90524,38.38903
0.0036,290.46152,38.341969,3231503,42.8,0.54,4.27,0.03,224.4,0.19,0.25,0.03,-0.073,0.095,65,16,Simbad,290.46152,38.341969,290.46152,38.34197,3231503, ,4914,2.522,0.21,16.297,3.222,0.00105,1449.403,0.505,DSEP,,1,Simbad,290.46152,38.34197
0.0072,290.84784,38.344158,3232810,32.2,0.5,3.95,0.04,268.21,0.16,0.25,0.03,-0.343,0.077,20,7,Simbad,290.84784,38.344158,290.84784,38.34416,3232810, ,4943,2.99,0.06,7.406,1.956,0.00678,1696.978,0.524,DSEP,,1,Simbad,290.84784,38.34416
0,290.849,38.34948,3232813,33,0.51,4.01,0.03,262.67,0.18,0.26,0.03,0.029,0.08,30,7,Simbad,290.849,38.34948,290.849,38.34948,3232813, ,4812,2.429,0.07,17.344,2.944,7.95E-04,4125.074,0.528,DSEP,,1,Simbad,290.849,38.34948
0.0036,290.85538,38.362949,3232838,36.7,0.53,4.16,0.03,247.14,0.14,0.26,0.03,-0.022,0.067,40,10,Simbad,290.85538,38.362949,290.85538,38.36295,3232838, ,4748,2.49,0.21,15.325,2.647,0.00104,2382.877,0.528,DSEP,,1,Simbad,290.85538,38.36295
0.0036,291.28986,38.374039,3234396,31.3,0.51,4.02,0.04,261.73,0.16,0.25,0.03,0.005,0.073,30,7,Simbad,291.28986,38.374039,291.28986,38.37404,3234396, ,5023,2.419,-0.5,16.431,2.584,8.20E-04,1665.6,0.538,DSEP,,1,Simbad,291.28986,38.37404
0,291.35678,38.30257,3234655,40,0.57,4.51,0.04,286.61,0.14,0.26,0.04,-0.024,0.042,30,7,Simbad,291.35678,38.30257,291.35678,38.30257,3234655, ,4902,2.554,-0.32,12.3,1.978,0.0015,2996.066,0.548,DSEP,,1,Simbad,291.35678,38.30257
0.0072,291.36987,38.357552,3234703,81,0.9,6.82,0.04,262.65,0.45,0.23,0.03,-0.029,0.087,70,17,Simbad,291.36987,38.357552,291.36987,38.35755,3234703, ,5033,2.849,0.07,10.078,2.614,0.0036,951.106,0.475,DSEP,,1,Simbad,291.36987,38.35755
0.0036,291.50021,38.342659,3235216,39.5,0.53,4.19,0.04,274.69,0.3,0.28,0.04,-0.134,0.11,20,7,Simbad,291.50021,38.342659,291.50021,38.34266,3235216, ,5028,2.511,0.07,16.74,3.312,9.94E-04,5383.545,0.553,DSEP,,1,Simbad,291.50021,38.34266
0.0036,291.59375,38.382759,3235616,103.4,1.13,8.38,0.04,212.16,0.6,0.21,0.02,-0.08,0.144,80,20,Simbad,291.59375,38.382759,291.59375,38.38276,3235616, ,5026,2.946,0.07,8.523,2.336,0.00531,1207.708,0.521,DSEP,,1,Simbad,291.59375,38.38276
0,291.71103,38.35001,3236108,38.9,0.55,4.35,0.04,319,0.18,0.24,0.03,-0.267,0.047,50,12,Simbad,291.71103,38.35001,291.71103,38.35001,3236108, ,4797,2.502,-0.22,12.681,1.866,0.00129,3318.294,0.561,DSEP,,1,Simbad,291.71103,38.35001
0.0036,292.40024,38.380711,3238859,50.3,0.65,5.07,0.04,241.66,0.21,0.29,0.03,0.003,0.077,30,7,Simbad,292.40024,38.380711,292.40024,38.38071,3238859, ,4880,2.625,0.07,13.077,2.631,0.00166,1708.011,0.581,DSEP,,1,Simbad,292.40024,38.38071
0.0072,293.0257,38.309608,3241374,37.6,0.53,4.17,0.03,251.35,0.16,0.3,0.03,-0.029,0.074,30,7,Simbad,293.0257,38.309608,293.0257,38.30961,3241374, ,4835,2.495,0.07,15.515,2.743,0.00103,1131.386,0.552,DSEP,,1,Simbad,293.0257,38.30961
0.0036,293.14822,38.378471,3241822,38.4,0.55,4.36,0.04,282,0.19,0.33,0.04,-0.094,0.066,30,7,Simbad,293.14822,38.378471,293.14822,38.37847,3241822, ,4746,2.507,0.07,14.301,2.397,0.00115,1609.581,0.607,DSEP,,1,Simbad,293.14822,38.37847
0.0072,294.00198,38.340672,3245449,205.6,2.72,14.96,0.09,81.91,0.12,0.13,0.02,0.307,0.091,250,24,Simbad,294.00198,38.340672,294.00198,38.34067,3245449, ,4830,3.222,0.26,4.995,1.516,0.0171,1245.967,0.602,DSEP,,1,Simbad,294.00198,38.34067
0,294.40665,38.35107,3247146,65.6,0.86,6.69,0.04,69.53,0.03,0.12,0.02,0.202,0.106,430,16,Simbad,294.40665,38.35107,294.40665,38.35107,3247146, ,5008,2.74,-0.4,9.474,1.799,0.00298,2830.229,0.694,DSEP,,1,Simbad,294.40665,38.35107
0.0036,294.48917,38.331039,3247531,38.2,0.54,4.25,0.04,297.8,0.2,0.34,0.04,-0.213,0.067,30,7,Simbad,294.48917,38.331039,294.48917,38.33104,3247531, ,4953,2.495,0.07,16.759,3.2,9.58E-04,2655.521,0.699,DSEP,,1,Simbad,294.48917,38.33104
0.0036,285.379,38.487381,3323401,30.7,0.5,3.96,0.04,295.3,0.2,0.29,0.04,0.013,0.08,30,7,Simbad,285.379,38.487381,285.379,38.48738,3323401, ,4815,2.407,0.07,18.214,3.086,7.19E-04,3445.483,0.381,DSEP,,1,Simbad,285.379,38.48738
0.0036,285.99155,38.425571,3324929,47.8,0.62,4.87,0.04,301.79,0.25,0.27,0.03,-0.158,0.058,30,7,Simbad,285.99155,38.425571,285.99155,38.42557,3324929, ,4946,2.596,0.07,14.023,2.83,0.00144,1095.863,0.385,DSEP,,1,Simbad,285.99155,38.42557
0.0036,290.12643,38.412121,3337400,47.4,0.62,4.87,0.04,315.47,0.21,0.28,0.03,-0.024,0.047,30,7,Simbad,290.12643,38.412121,290.12643,38.41212,3337400, ,5038,2.599,0.07,14.732,3.139,0.00138,1425.001,0.493,DSEP,,1,Simbad,290.12643,38.41212
0.0072,290.16351,38.439178,3337536,111.1,1.37,10.21,0.05,77.79,0.03,0.14,0.02,0.242,0.043,530,15,Simbad,290.16351,38.439178,290.16351,38.43918,3337536, ,4820,2.959,-0.26,5.152,0.882,0.00908,1079.636,0.469,DSEP,,1,Simbad,290.16351,38.43918
0,290.6391,38.45536,3339203,39.4,0.57,4.47,0.04,303.36,0.25,0.29,0.04,-0.091,0.072,30,7,Simbad,290.6391,38.45536,290.6391,38.45536,3339203, ,5006,2.529,0.07,16.081,3.19,0.00108,3109.86,0.518,DSEP,,1,Simbad,290.6391,38.45536
0.0036,290.80508,38.466789,3339762,34.2,0.49,3.89,0.04,303,0.22,0.29,0.04,-0.071,0.076,31,7,Simbad,290.80508,38.466789,290.80508,38.46679,3339762, ,5007,2.454,0.07,17.987,3.358,8.13E-04,3068.599,0.524,DSEP,,1,Simbad,290.80508,38.46679
0.0036,290.86255,38.437359,3339951,31.3,0.51,4.04,0.04,305.82,0.21,0.24,0.03,0.076,0.075,30,7,Simbad,290.86255,38.437359,290.86255,38.43736,3339951, ,4902,2.457,0.21,18.026,3.391,8.15E-04,5269.904,0.526,DSEP,,1,Simbad,290.86255,38.43736
0,291.24103,38.44519,3341327,37.2,0.53,4.23,0.04,255.07,0.16,0.22,0.03,-0.304,0.071,40,10,Simbad,291.24103,38.44519,291.24103,38.44519,3341327, ,4662,2.493,0.21,14.314,2.327,0.00112,1123.896,0.5,DSEP,,1,Simbad,291.24103,38.44519
0,291.263,38.49057,3341413,76,0.85,6.39,0.04,255.92,0.38,0.25,0.03,-0.211,0.085,50,12,Simbad,291.263,38.49057,291.263,38.49057,3341413, ,5386,2.78,0.07,11.839,3.083,0.00262,4129.053,0.54,DSEP,,1,Simbad,291.263,38.49057
0.0036,291.57352,38.412079,3342658,36.4,0.53,4.19,0.03,249.11,0.14,0.29,0.03,-0.063,0.066,30,7,Simbad,291.57352,38.412079,291.57352,38.41208,3342658, ,4813,2.501,-0.18,13.257,2.031,0.00123,2546.304,0.554,DSEP,,1,Simbad,291.57352,38.41208
0,291.75266,38.46069,3343372,41.9,0.56,4.38,0.04,254.82,0.23,0.22,0.03,-0.079,0.087,30,7,Simbad,291.75266,38.46069,291.75266,38.46069,3343372, ,5013,2.534,0.07,15.985,3.187,0.0011,3444.052,0.56,DSEP,,1,Simbad,291.75266,38.46069
0.0036,291.8168,38.479729,3343630,87.8,1.04,7.99,0.04,73.04,0.06,0.12,0.02,0.11,0.139,250,18,Simbad,291.8168,38.479729,291.8168,38.47973,3343630, ,4696,2.857,0.24,7.816,1.604,0.00473,2027.251,0.56,DSEP,,1,Simbad,291.8168,38.47973
0.0036,292.23923,38.410069,3345441,34.5,0.53,4.22,0.04,301.85,0.22,0.32,0.04,-0.206,0.068,30,7,Simbad,292.23923,38.410069,292.23923,38.41007,3345441, ,4825,2.454,-0.34,13.251,1.823,0.0011,5108.8,0.581,DSEP,,1,Simbad,292.23923,38.41007
0.0036,292.45648,38.447311,3346284,32.1,0.52,4.1,0.04,294.5,0.22,0.3,0.04,0.037,0.086,30,7,Simbad,292.45648,38.447311,292.45648,38.44731,3346284, ,4996,2.446,0.07,18.168,3.363,7.90E-04,4734.716,0.59,DSEP,,1,Simbad,292.45648,38.44731
0.0072,292.57751,38.423618,3346725,136.5,1.62,11.44,0.05,79.07,0.05,0.14,0.02,0.282,0.055,460,17,Simbad,292.57751,38.423618,292.57751,38.42362,3346725, ,4927,3.057,-0.06,6.06,1.527,0.00966,1817.489,0.59,DSEP,,1,Simbad,292.57751,38.42362
0.0036,292.7648,38.485069,3347431,68.9,0.89,6.91,0.04,71.36,0.03,0.12,0.02,0.336,0.094,150,13,Simbad,292.7648,38.485069,292.7648,38.48507,3347431, ,5221,2.766,0.07,12.042,3.083,0.00249,2421.812,0.602,DSEP,,1,Simbad,292.7648,38.48507
0.0036,292.93225,38.469719,3348124,32.8,0.53,4.16,0.04,333.5,0.21,0.27,0.04,-0.043,0.064,30,7,Simbad,292.93225,38.469719,292.93225,38.46972,3348124, ,4996,2.446,0.07,18.168,3.363,7.90E-04,6342.721,0.611,DSEP,,1,Simbad,292.93225,38.46972
0.0072,292.93555,38.412682,3348134,32.2,0.52,4.13,0.04,323.04,0.18,0.32,0.04,-0.049,0.058,30,7,Simbad,292.93555,38.412682,292.93555,38.41268,3348134, ,4806,2.474,-0.2,13.657,2.024,0.00112,2126.943,0.611,DSEP,,1,Simbad,292.93555,38.41268
0.0036,294.57291,38.465649,3354827,207.6,2.83,16.01,0.09,88.01,0.23,0.16,0.02,0.209,0.137,250,35,Simbad,294.57291,38.465649,294.57291,38.46565,3354827, ,5172,3.241,0.14,5.409,1.858,0.0165,1887.461,0.685,DSEP,,1,Simbad,294.57291,38.46565
0.0036,294.61316,38.466129,3355015,25.8,0.43,3.39,0.03,292.24,0.13,0.23,0.03,-0.101,0.064,25,7,Simbad,294.61316,38.466129,294.61316,38.46613,3355015, ,4935,2.323,0.07,21.692,3.606,4.98E-04,3240.142,0.702,DSEP,,1,Simbad,294.61316,38.46613
0.0036,294.61758,38.448929,3355034,37,0.52,4.13,0.04,249.79,0.2,0.28,0.03,-0.118,0.093,30,7,Simbad,294.61758,38.448929,294.61758,38.44893,3355034, ,5019,2.499,0.07,16.994,3.322,9.53E-04,1950.525,0.691,DSEP,,1,Simbad,294.61758,38.44893
0.0072,285.57904,38.598492,3425476,39.8,0.56,4.43,0.04,271.13,0.13,0.2,0.03,0.04,0.05,30,7,Simbad,285.57904,38.598492,285.57904,38.59849,3425476, ,4893,2.501,0.07,16.274,3.063,0.001,2390.434,0.384,DSEP,,1,Simbad,285.57904,38.59849
0.0036,285.66214,38.590309,3425675,31.8,0.51,4.05,0.04,327.89,0.29,0.32,0.04,-0.309,0.093,30,7,Simbad,285.66214,38.590309,285.66214,38.59031,3425675, ,4785,2.41,-0.24,14.634,2.009,9.03E-04,1735.968,0.385,DSEP,,1,Simbad,285.66214,38.59031
0.0036,286.03131,38.551861,3426673,176.4,2.05,13.56,0.06,80.68,0.21,0.14,0.02,0.347,0.075,432,37,Simbad,286.03131,38.551861,286.03131,38.55186,3426673, ,4810,3.161,0.36,5.624,1.671,0.0132,1257.121,0.39,DSEP,,1,Simbad,286.03131,38.55186
0.0036,286.12344,38.584579,3426898,63.9,0.84,6.57,0.04,69.46,0.02,0.1,0.02,0.001,0.08,275,13,Simbad,286.12344,38.584579,286.12344,38.58458,3426898, ,4856,2.704,-0.38,7.673,1.087,0.00339,1286.718,0.392,DSEP,,1,Simbad,286.12344,38.58458
0.0036,286.50256,38.506519,3427908,136.9,1.71,11.58,0.07,79.25,0.04,0.14,0.02,0.234,0.048,230,14,Simbad,286.50256,38.506519,286.50256,38.50652,3427908, ,5260,3.072,-0.42,6.704,1.937,0.00905,3054.887,0.404,DSEP,,1,Simbad,286.50256,38.50652
0,286.74258,38.53476,3428530,193.6,2.32,15.18,0.06,86.2,0.1,0.16,0.02,0.397,0.075,700,28,Simbad,286.74258,38.53476,286.74258,38.53476,3428530, ,4782,3.198,0.32,5.1,1.496,0.0159,1052.501,0.395,DSEP,,1,Simbad,286.74258,38.53476
0.0036,286.76273,38.532661,3428577,137.3,1.73,12.04,0.06,80.67,0.19,0.14,0.02,0.278,0.131,280,33,Simbad,286.76273,38.532661,286.76273,38.53266,3428577, ,5182,3.064,-0.26,6.872,1.996,0.00866,2941.208,0.409,DSEP,,1,Simbad,286.76273,38.53266
0.0072,287.29065,38.502602,3430007,115.7,1.42,10.3,0.05,77.78,0.01,0.14,0.02,0.253,0.019,640,14,Simbad,287.29065,38.502602,287.29065,38.5026,3430007, ,5024,2.974,-0.36,6.487,1.447,0.00747,2776.56,0.422,DSEP,,1,Simbad,287.29065,38.5026
0,287.54324,38.57407,3430674,131.2,1.56,11.3,0.05,80.15,0.12,0.13,0.02,0.334,0.123,540,28,Simbad,287.54324,38.57407,287.54324,38.57407,3430674, ,4902,3.03,0.21,7.14,1.995,0.00772,2187.362,0.427,DSEP,,1,Simbad,287.54324,38.57407
0.0072,288.26297,38.583248,3432802,143.6,1.63,11.58,0.05,77.52,0.06,0.12,0.02,0.246,0.076,530,20,Simbad,288.26297,38.583248,288.26297,38.58325,3432802, ,4838,3.066,0.12,6.008,1.532,0.00995,989.469,0.417,DSEP,,1,Simbad,288.26297,38.58325
0.0072,289.58142,38.503868,3437031,62.6,0.73,5.56,0.04,285.47,0.34,0.28,0.03,-0.068,0.075,30,7,Simbad,289.58142,38.503868,289.58142,38.50387,3437031, ,4860,2.715,0.21,11.841,2.654,0.00225,1920.195,0.482,DSEP,,1,Simbad,289.58142,38.50387
0.0036,290.0235,38.576061,3438609,83.4,0.9,6.8,0.04,297.71,0.75,0.25,0.03,-0.224,0.106,90,22,Simbad,290.0235,38.576061,290.0235,38.57606,3438609, ,5059,2.823,0.07,10.438,2.644,0.00328,1535.956,0.49,DSEP,,1,Simbad,290.0235,38.57606
0.0072,290.22006,38.507858,3439353,84.7,0.99,7.62,0.04,69.15,0.04,0.12,0.02,0.206,0.115,360,16,Simbad,290.22006,38.507858,290.22006,38.50786,3439353, ,4805,2.838,-0.02,7.834,1.541,0.00452,1484.927,0.496,DSEP,,1,Simbad,290.22006,38.50786
0.0072,292.66635,38.542278,3448427,109.3,1.34,9.82,0.05,76.53,0.05,0.14,0.02,0.371,0.094,370,17,Simbad,292.66635,38.542278,292.66635,38.54228,3448427, ,5186,2.97,0.07,8.767,2.614,0.00546,3393.585,0.596,DSEP,,1,Simbad,292.66635,38.54228
0.0036,292.83157,38.510609,3449079,34.7,0.53,4.16,0.04,268.4,0.25,0.22,0.03,-0.03,0.098,37,9,Simbad,292.83157,38.510609,292.83157,38.51061,3449079, ,5016,2.468,0.07,17.681,3.347,8.53E-04,6892.937,0.605,DSEP,,1,Simbad,292.83157,38.51061
0.0036,292.86316,38.524349,3449224,28.2,0.45,3.61,0.03,320.66,0.25,0.23,0.03,-0.06,0.096,20,7,Simbad,292.86316,38.524349,292.86316,38.52435,3449224, ,4742,2.367,-0.2,15.444,2.025,7.74E-04,3921.614,0.606,DSEP,,1,Simbad,292.86316,38.52435
0.0036,293.86542,38.590389,3453419,45.6,0.59,4.63,0.04,320.66,0.32,0.23,0.03,-0.113,0.078,65,16,Simbad,293.86542,38.590389,293.86542,38.59039,3453419, ,4784,2.555,0.21,14.158,2.624,0.0013,1943.403,0.646,DSEP,,1,Simbad,293.86542,38.59039
0.0036,294.47601,38.567211,3455906,45.9,0.6,4.7,0.04,313.89,0.43,0.26,0.03,-0.239,0.103,50,12,Simbad,294.47601,38.567211,294.47601,38.56721,3455906, ,4776,2.565,0,12.506,2.094,0.00151,1494.904,0.649,DSEP,,1,Simbad,294.47601,38.56721
0.0072,294.55304,38.514858,3456216,54.9,0.66,5.11,0.04,328.94,0.67,0.22,0.03,-0.214,0.114,30,7,Simbad,294.55304,38.514858,294.55304,38.51486,3456216, ,5085,2.653,0.07,14.09,3.258,0.00164,1874.309,0.682,DSEP,,1,Simbad,294.55304,38.51486
0.0036,294.60437,38.503769,3456449,56.1,0.68,5.28,0.04,326.35,0.36,0.22,0.03,-0.296,0.062,30,7,Simbad,294.60437,38.503769,294.60437,38.50377,3456449, ,4915,2.669,0.07,12.49,2.653,0.00192,2451.784,0.698,DSEP,,1,Simbad,294.60437,38.50377
0.0036,294.63925,38.504089,3456587,89.9,1.13,8.47,0.05,73.64,0.03,0.15,0.02,0.121,0.062,340,14,Simbad,294.63925,38.504089,294.63925,38.50409,3456587, ,5142,2.868,-0.46,8.462,1.924,0.00447,3517.749,0.702,DSEP,,1,Simbad,294.63925,38.50409
0.0036,294.77502,38.545841,3457190,31.1,0.49,3.88,0.04,294.28,0.23,0.35,0.04,-0.08,0.087,28,7,Simbad,294.77502,38.545841,294.77502,38.54584,3457190, ,4911,2.419,-0.5,14.553,2.027,9.26E-04,1040.779,0.573,DSEP,,1,Simbad,294.77502,38.54584
0.0036,294.81943,38.528641,3457392,34.6,0.52,4.08,0.04,276.95,0.21,0.35,0.04,-0.07,0.075,55,13,Simbad,294.81943,38.528641,294.81943,38.52864,3457392, ,4759,2.437,-0.14,14.322,2.046,9.81E-04,2356.526,0.709,DSEP,,1,Simbad,294.81943,38.52864
0.0036,284.97705,38.618969,3525569,153.3,1.95,12.91,0.07,82.14,0.04,0.18,0.02,0.295,0.039,290,14,Simbad,284.97705,38.618969,284.97705,38.61897,3525569, ,5117,3.106,-0.4,5.642,1.482,0.0116,2458.053,0.372,DSEP,,1,Simbad,284.97705,38.61897
0.0036,285.5929,38.686569,3526995,34.6,0.52,4.16,0.04,248.84,0.13,0.22,0.03,0.011,0.065,30,7,Simbad,285.5929,38.686569,285.5929,38.68657,3526995, ,4764,2.452,0.07,16.506,2.817,8.82E-04,3598.473,0.383,DSEP,,1,Simbad,285.5929,38.68657
0.0036,285.66602,38.646561,3527156,32.3,0.51,4.07,0.04,298.42,0.14,0.32,0.04,0.038,0.057,30,7,Simbad,285.66602,38.646561,285.66602,38.64656,3527156, ,4900,2.439,-0.6,12.475,1.558,0.00113,2783.36,0.385,DSEP,,1,Simbad,285.66602,38.64656
0.0036,286.36279,38.613361,3528900,29.5,0.5,3.94,0.04,335.5,0.28,0.33,0.05,-0.289,0.089,10,7,Simbad,286.36279,38.613361,286.36279,38.61336,3528900, ,5138,2.383,-0.5,17.871,2.812,6.94E-04,6589.996,0.399,DSEP,,1,Simbad,286.36279,38.61336
0.0036,286.54929,38.635719,3529399,124.5,1.48,10.83,0.05,79.11,0.07,0.13,0.02,0.176,0.084,500,20,Simbad,286.54929,38.635719,286.54929,38.63572,3529399, ,4733,3.009,0.18,6.1,1.386,0.0086,1518.998,0.402,DSEP,,1,Simbad,286.54929,38.63572
0.0072,286.57175,38.673038,3529456,30.3,0.5,3.97,0.04,285.8,0.15,0.34,0.05,-0.178,0.063,30,7,Simbad,286.57175,38.673038,286.57175,38.67304,3529456, ,5061,2.41,-0.5,16.44,2.533,8.03E-04,4975.435,0.403,DSEP,,1,Simbad,286.57175,38.67304
0.0072,286.58221,38.643742,3529480,44.2,0.58,4.57,0.04,269.77,0.21,0.3,0.03,0.057,0.071,30,7,Simbad,286.58221,38.643742,286.58221,38.64374,3529480, ,4866,2.535,0.21,15.726,3.093,0.00112,951.658,0.383,DSEP,,1,Simbad,286.58221,38.64374
0.0036,286.63229,38.678249,3529597,50.1,0.62,4.89,0.04,238.07,0.2,0.2,0.03,-0.12,0.078,40,10,Simbad,286.63229,38.678249,286.63229,38.67825,3529597, ,4981,2.63,0.07,13.47,2.826,0.00163,2029.085,0.404,DSEP,,1,Simbad,286.63229,38.67825
0,286.92133,38.60186,3530333,134.2,1.56,11.08,0.05,77.23,0.04,0.14,0.02,0.207,0.048,420,16,Simbad,286.92133,38.60186,286.92133,38.60186,3530333, ,4939,3.045,0.08,6.748,1.842,0.00844,2127.135,0.412,DSEP,,1,Simbad,286.92133,38.60186
0.0036,287.32397,38.603661,3531436,176.6,2.2,13.7,0.07,79.45,0.05,0.16,0.02,0.319,0.049,360,16,Simbad,287.32397,38.603661,287.32397,38.60366,3531436, ,5033,3.165,-0.22,5.199,1.441,0.0144,1537.966,0.42,DSEP,,1,Simbad,287.32397,38.60366
0.0036,287.33707,38.640701,3531478,232.26,2.92,17.35,0.08,87.12,0.16,0.16,0.02,0.297,0.087,290,28,Simbad,287.33707,38.640701,287.33707,38.6407,3531478, ,4945,3.304,0,4.309,1.363,0.024,683.577,0.349,DSEP,,1,Simbad,287.33707,38.6407
